,0,1,2,3
60,Indian National Congress,Better Roads,MEDIAN,4.444444444
61,Indian National Congress,Better Schools,MEDIAN,4.444444444
62,Indian National Congress,Drinking Water,MEDIAN,3.333333333
63,Indian National Congress,Empowerment of Women,MEDIAN,3.333333333
64,Indian National Congress,Environmental issues,MEDIAN,3.333333333
65,Indian National Congress,Eradication of Corruption,MEDIAN,3.333333333
66,Indian National Congress,Reservation for Jobs and Education,MEDIAN,3.333333333
67,Indian National Congress,Security for Women,MEDIAN,3.333333333
68,Indian National Congress,Strong Defence/Military,MEDIAN,3.333333333
69,Indian National Congress,Subsidized Food Distribution,MEDIAN,3.333333333
70,Indian National Congress,Jobs Training,MEDIAN,3.333333333
71,Indian National Congress,Trustworthiness of MP,MEDIAN,3.333333333
72,Indian National Congress,Other,MEDIAN,4.444444444
73,Indian National Congress,Better Garbage Clearance,MEDIAN,3.333333333
74,Indian National Congress,Encroachment of Public Lands / Lakes etc,MEDIAN,3.333333333
75,Indian National Congress,Facility for Pedestrians and Cyclists on Roads,MEDIAN,4.444444444
76,Indian National Congress,Lower Food Prices for Consumers,MEDIAN,3.333333333
77,Indian National Congress,Traffic Congestion,MEDIAN,4.444444444
78,Yuvajana Sramika Rythu Congress Party,The Candidate,Important,0.28125
79,Yuvajana Sramika Rythu Congress Party,The Candidate,Not Important,0.28125
80,Yuvajana Sramika Rythu Congress Party,The Candidate,Very Important,0.375
81,Yuvajana Sramika Rythu Congress Party,Candidate's Party,Very Important,0.29261363636363635
82,Yuvajana Sramika Rythu Congress Party,Candidate's Party,Not Important,0.19318181818181818
83,Yuvajana Sramika Rythu Congress Party,Candidate's Party,Important,0.4119318181818182
84,Yuvajana Sramika Rythu Congress Party,Candidate's Caste/Religion,Not Important,0.36363636363636365
85,Yuvajana Sramika Rythu Congress Party,Candidate's Caste/Religion,Important,0.23011363636363635
86,Yuvajana Sramika Rythu Congress Party,Candidate's Caste/Religion,Very Important,0.28125
87,Yuvajana Sramika Rythu Congress Party,Agri Loan,MEDIAN,2.222222222
88,Yuvajana Sramika Rythu Congress Party,Electricity for Agriculture,MEDIAN,4.444444444
89,Yuvajana Sramika Rythu Congress Party,Support Price for Agri Prod,MEDIAN,3.333333333
90,Yuvajana Sramika Rythu Congress Party,Irrigation Programmes,MEDIAN,6.666666667
91,Yuvajana Sramika Rythu Congress Party,Seeds & Fertilizers Subsidy,MEDIAN,6.666666667
92,Yuvajana Sramika Rythu Congress Party,Accessibility of MP,MEDIAN,2.222222222
93,Yuvajana Sramika Rythu Congress Party,Anti-Terrorism,MEDIAN,4.444444444
94,Yuvajana Sramika Rythu Congress Party,Better Employment,MEDIAN,6.666666667
95,Yuvajana Sramika Rythu Congress Party,Better Electric Supply,MEDIAN,6.666666667
96,Yuvajana Sramika Rythu Congress Party,Better Hospitals / Primary Healthcare Centres,MEDIAN,4.444444444
97,Yuvajana Sramika Rythu Congress Party,Better Law and Order / Policing,MEDIAN,4.444444444
98,Yuvajana Sramika Rythu Congress Party,Better Public Transport,MEDIAN,4.444444444
99,Yuvajana Sramika Rythu Congress Party,Better Roads,MEDIAN,4.444444444
100,Yuvajana Sramika Rythu Congress Party,Better Schools,MEDIAN,4.444444444
101,Yuvajana Sramika Rythu Congress Party,Drinking Water,MEDIAN,5.5555555555
102,Yuvajana Sramika Rythu Congress Party,Empowerment of Women,MEDIAN,4.444444444
103,Yuvajana Sramika Rythu Congress Party,Environmental issues,MEDIAN,4.444444444
104,Yuvajana Sramika Rythu Congress Party,Eradication of Corruption,MEDIAN,4.444444444
105,Yuvajana Sramika Rythu Congress Party,Reservation for Jobs and Education,MEDIAN,4.444444444
106,Yuvajana Sramika Rythu Congress Party,Security for Women,MEDIAN,4.444444444
107,Yuvajana Sramika Rythu Congress Party,Strong Defence/Military,MEDIAN,4.444444444
108,Yuvajana Sramika Rythu Congress Party,Subsidized Food Distribution,MEDIAN,4.444444444
109,Yuvajana Sramika Rythu Congress Party,Jobs Training,MEDIAN,4.444444444
110,Yuvajana Sramika Rythu Congress Party,Trustworthiness of MP,MEDIAN,4.444444444
111,Yuvajana Sramika Rythu Congress Party,Other,MEDIAN,4.444444444
112,Yuvajana Sramika Rythu Congress Party,Better Garbage Clearance,MEDIAN,2.222222222
113,Yuvajana Sramika Rythu Congress Party,Encroachment of Public Lands / Lakes etc,MEDIAN,4.444444444
114,Yuvajana Sramika Rythu Congress Party,Facility for Pedestrians and Cyclists on Roads,MEDIAN,4.444444444
115,Yuvajana Sramika Rythu Congress Party,Lower Food Prices for Consumers,MEDIAN,4.444444444
116,Yuvajana Sramika Rythu Congress Party,Traffic Congestion,MEDIAN,4.444444444
117,All India Majlis-E-Ittehadul Muslimeen,The Candidate,Important,0.6035502958579881
118,All India Majlis-E-Ittehadul Muslimeen,The Candidate,Not Important,0.358974358974359
119,All India Majlis-E-Ittehadul Muslimeen,The Candidate,Very Important,0.01972386587771203
120,All India Majlis-E-Ittehadul Muslimeen,Candidate's Party,Very Important,0.03155818540433925
121,All India Majlis-E-Ittehadul Muslimeen,Candidate's Party,Not Important,0.15384615384615385
122,All India Majlis-E-Ittehadul Muslimeen,Candidate's Party,Important,0.796844181459566
123,All India Majlis-E-Ittehadul Muslimeen,Candidate's Caste/Religion,Not Important,0.1932938856015779
124,All India Majlis-E-Ittehadul Muslimeen,Candidate's Caste/Religion,Important,0.6410256410256411
125,All India Majlis-E-Ittehadul Muslimeen,Candidate's Caste/Religion,Very Important,0.14595660749506903
126,All India Majlis-E-Ittehadul Muslimeen,Agri Loan,MEDIAN,1.111111111
127,All India Majlis-E-Ittehadul Muslimeen,Electricity for Agriculture,MEDIAN,3.333333333
128,All India Majlis-E-Ittehadul Muslimeen,Support Price for Agri Prod,MEDIAN,2.7777777775
129,All India Majlis-E-Ittehadul Muslimeen,Irrigation Programmes,MEDIAN,4.444444444
130,All India Majlis-E-Ittehadul Muslimeen,Seeds & Fertilizers Subsidy,MEDIAN,2.7777777775
131,All India Majlis-E-Ittehadul Muslimeen,Accessibility of MP,MEDIAN,2.222222222
132,All India Majlis-E-Ittehadul Muslimeen,Anti-Terrorism,MEDIAN,2.222222222
133,All India Majlis-E-Ittehadul Muslimeen,Better Employment,MEDIAN,4.444444444
134,All India Majlis-E-Ittehadul Muslimeen,Better Electric Supply,MEDIAN,4.444444444
135,All India Majlis-E-Ittehadul Muslimeen,Better Hospitals / Primary Healthcare Centres,MEDIAN,4.444444444
136,All India Majlis-E-Ittehadul Muslimeen,Better Law and Order / Policing,MEDIAN,4.444444444
137,All India Majlis-E-Ittehadul Muslimeen,Better Public Transport,MEDIAN,4.444444444
138,All India Majlis-E-Ittehadul Muslimeen,Better Roads,MEDIAN,4.444444444
139,All India Majlis-E-Ittehadul Muslimeen,Better Schools,MEDIAN,4.444444444
140,All India Majlis-E-Ittehadul Muslimeen,Drinking Water,MEDIAN,4.444444444
141,All India Majlis-E-Ittehadul Muslimeen,Empowerment of Women,MEDIAN,4.444444444
142,All India Majlis-E-Ittehadul Muslimeen,Environmental issues,MEDIAN,4.444444444
143,All India Majlis-E-Ittehadul Muslimeen,Eradication of Corruption,MEDIAN,4.444444444
144,All India Majlis-E-Ittehadul Muslimeen,Reservation for Jobs and Education,MEDIAN,4.444444444
145,All India Majlis-E-Ittehadul Muslimeen,Security for Women,MEDIAN,4.444444444
146,All India Majlis-E-Ittehadul Muslimeen,Strong Defence/Military,MEDIAN,4.444444444
147,All India Majlis-E-Ittehadul Muslimeen,Subsidized Food Distribution,MEDIAN,4.444444444
148,All India Majlis-E-Ittehadul Muslimeen,Jobs Training,MEDIAN,4.444444444
149,All India Majlis-E-Ittehadul Muslimeen,Trustworthiness of MP,MEDIAN,4.444444444
150,All India Majlis-E-Ittehadul Muslimeen,Other,MEDIAN,2.222222222
151,All India Majlis-E-Ittehadul Muslimeen,Better Garbage Clearance,MEDIAN,3.333333333
152,All India Majlis-E-Ittehadul Muslimeen,Encroachment of Public Lands / Lakes etc,MEDIAN,2.222222222
153,All India Majlis-E-Ittehadul Muslimeen,Facility for Pedestrians and Cyclists on Roads,MEDIAN,3.333333333
154,All India Majlis-E-Ittehadul Muslimeen,Lower Food Prices for Consumers,MEDIAN,3.333333333
155,All India Majlis-E-Ittehadul Muslimeen,Traffic Congestion,MEDIAN,4.444444444
156,Telangana Rashtra Samithi,The Candidate,Important,0.48575305291723203
157,Telangana Rashtra Samithi,The Candidate,Not Important,0.052917232021709636
158,Telangana Rashtra Samithi,The Candidate,Very Important,0.4599728629579376
159,Telangana Rashtra Samithi,Candidate's Party,Very Important,0.6960651289009498
160,Telangana Rashtra Samithi,Candidate's Party,Not Important,0.048846675712347354
161,Telangana Rashtra Samithi,Candidate's Party,Important,0.25237449118046135
162,Telangana Rashtra Samithi,Candidate's Caste/Religion,Not Important,0.41112618724559025
163,Telangana Rashtra Samithi,Candidate's Caste/Religion,Important,0.2537313432835821
164,Telangana Rashtra Samithi,Candidate's Caste/Religion,Very Important,0.3310719131614654
165,Telangana Rashtra Samithi,Agri Loan,MEDIAN,4.444444444
166,Telangana Rashtra Samithi,Electricity for Agriculture,MEDIAN,4.444444444
167,Telangana Rashtra Samithi,Support Price for Agri Prod,MEDIAN,4.444444444
168,Telangana Rashtra Samithi,Irrigation Programmes,MEDIAN,4.444444444
169,Telangana Rashtra Samithi,Seeds & Fertilizers Subsidy,MEDIAN,4.444444444
170,Telangana Rashtra Samithi,Accessibility of MP,MEDIAN,4.444444444
171,Telangana Rashtra Samithi,Anti-Terrorism,MEDIAN,4.444444444
172,Telangana Rashtra Samithi,Better Employment,MEDIAN,4.444444444
173,Telangana Rashtra Samithi,Better Electric Supply,MEDIAN,4.444444444
174,Telangana Rashtra Samithi,Better Hospitals / Primary Healthcare Centres,MEDIAN,4.444444444
175,Telangana Rashtra Samithi,Better Law and Order / Policing,MEDIAN,4.444444444
176,Telangana Rashtra Samithi,Better Public Transport,MEDIAN,4.444444444
177,Telangana Rashtra Samithi,Better Roads,MEDIAN,6.666666667
178,Telangana Rashtra Samithi,Better Schools,MEDIAN,4.444444444
179,Telangana Rashtra Samithi,Drinking Water,MEDIAN,6.666666667
180,Telangana Rashtra Samithi,Empowerment of Women,MEDIAN,4.444444444
181,Telangana Rashtra Samithi,Environmental issues,MEDIAN,4.444444444
182,Telangana Rashtra Samithi,Eradication of Corruption,MEDIAN,4.444444444
183,Telangana Rashtra Samithi,Reservation for Jobs and Education,MEDIAN,4.444444444
184,Telangana Rashtra Samithi,Security for Women,MEDIAN,4.444444444
185,Telangana Rashtra Samithi,Strong Defence/Military,MEDIAN,4.444444444
186,Telangana Rashtra Samithi,Subsidized Food Distribution,MEDIAN,4.444444444
187,Telangana Rashtra Samithi,Jobs Training,MEDIAN,4.444444444
188,Telangana Rashtra Samithi,Trustworthiness of MP,MEDIAN,4.444444444
189,Telangana Rashtra Samithi,Other,MEDIAN,4.444444444
190,Telangana Rashtra Samithi,Better Garbage Clearance,MEDIAN,4.444444444
191,Telangana Rashtra Samithi,Encroachment of Public Lands / Lakes etc,MEDIAN,6.666666667
192,Telangana Rashtra Samithi,Facility for Pedestrians and Cyclists on Roads,MEDIAN,10.0
193,Telangana Rashtra Samithi,Lower Food Prices for Consumers,MEDIAN,6.666666667
194,Telangana Rashtra Samithi,Traffic Congestion,MEDIAN,7.222222222
195,Not known,The Candidate,Important,0.30655441026044533
196,Not known,The Candidate,Not Important,0.3343300023605319
197,Not known,The Candidate,Very Important,0.28617515146746403
198,Not known,Candidate's Party,Very Important,0.28011645290738846
199,Not known,Candidate's Party,Not Important,0.13761901015028719
200,Not known,Candidate's Party,Important,0.5182154378786686
201,Not known,Candidate's Caste/Religion,Not Important,0.46266425367849556
202,Not known,Candidate's Caste/Religion,Important,0.2266110630262019
203,Not known,Candidate's Caste/Religion,Very Important,0.23148949563301596
204,Not known,Agri Loan,MEDIAN,3.333333333
205,Not known,Electricity for Agriculture,MEDIAN,4.444444444
206,Not known,Support Price for Agri Prod,MEDIAN,4.444444444
207,Not known,Irrigation Programmes,MEDIAN,4.444444444
208,Not known,Seeds & Fertilizers Subsidy,MEDIAN,4.444444444
209,Not known,Accessibility of MP,MEDIAN,3.333333333
210,Not known,Anti-Terrorism,MEDIAN,4.444444444
211,Not known,Better Employment,MEDIAN,4.444444444
212,Not known,Better Electric Supply,MEDIAN,4.444444444
213,Not known,Better Hospitals / Primary Healthcare Centres,MEDIAN,4.444444444
214,Not known,Better Law and Order / Policing,MEDIAN,4.444444444
215,Not known,Better Public Transport,MEDIAN,4.444444444
216,Not known,Better Roads,MEDIAN,4.444444444
217,Not known,Better Schools,MEDIAN,4.444444444
218,Not known,Drinking Water,MEDIAN,4.444444444
219,Not known,Empowerment of Women,MEDIAN,4.444444444
220,Not known,Environmental issues,MEDIAN,4.444444444
221,Not known,Eradication of Corruption,MEDIAN,4.444444444
222,Not known,Reservation for Jobs and Education,MEDIAN,4.444444444
223,Not known,Security for Women,MEDIAN,4.444444444
224,Not known,Strong Defence/Military,MEDIAN,4.444444444
225,Not known,Subsidized Food Distribution,MEDIAN,4.444444444
226,Not known,Jobs Training,MEDIAN,4.444444444
227,Not known,Trustworthiness of MP,MEDIAN,4.444444444
228,Not known,Other,MEDIAN,4.444444444
229,Not known,Better Garbage Clearance,MEDIAN,3.333333333
230,Not known,Encroachment of Public Lands / Lakes etc,MEDIAN,4.444444444
231,Not known,Facility for Pedestrians and Cyclists on Roads,MEDIAN,6.666666667
232,Not known,Lower Food Prices for Consumers,MEDIAN,4.444444444
233,Not known,Traffic Congestion,MEDIAN,4.444444444
234,All India United Democratic Front,The Candidate,Important,0.21686746987951808
235,All India United Democratic Front,The Candidate,Not Important,0.5060240963855421
236,All India United Democratic Front,The Candidate,Very Important,0.26506024096385544
237,All India United Democratic Front,Candidate's Party,Very Important,0.07228915662650602
238,All India United Democratic Front,Candidate's Party,Not Important,0.6867469879518072
239,All India United Democratic Front,Candidate's Party,Important,0.24096385542168675
240,All India United Democratic Front,Candidate's Caste/Religion,Not Important,0.7831325301204819
241,All India United Democratic Front,Candidate's Caste/Religion,Important,0.0963855421686747
242,All India United Democratic Front,Candidate's Caste/Religion,Very Important,0.10843373493975904
243,All India United Democratic Front,Agri Loan,MEDIAN,1.111111111
244,All India United Democratic Front,Electricity for Agriculture,MEDIAN,1.111111111
245,All India United Democratic Front,Support Price for Agri Prod,MEDIAN,1.111111111
246,All India United Democratic Front,Irrigation Programmes,MEDIAN,1.111111111
247,All India United Democratic Front,Seeds & Fertilizers Subsidy,MEDIAN,1.111111111
248,All India United Democratic Front,Accessibility of MP,MEDIAN,1.111111111
249,All India United Democratic Front,Anti-Terrorism,MEDIAN,1.111111111
250,All India United Democratic Front,Better Employment,MEDIAN,1.111111111
251,All India United Democratic Front,Better Electric Supply,MEDIAN,1.111111111
252,All India United Democratic Front,Better Hospitals / Primary Healthcare Centres,MEDIAN,1.111111111
253,All India United Democratic Front,Better Law and Order / Policing,MEDIAN,1.111111111
254,All India United Democratic Front,Better Public Transport,MEDIAN,1.111111111
255,All India United Democratic Front,Better Roads,MEDIAN,1.111111111
256,All India United Democratic Front,Better Schools,MEDIAN,1.111111111
257,All India United Democratic Front,Drinking Water,MEDIAN,6.666666667
258,All India United Democratic Front,Empowerment of Women,MEDIAN,1.111111111
259,All India United Democratic Front,Environmental issues,MEDIAN,1.111111111
260,All India United Democratic Front,Eradication of Corruption,MEDIAN,1.111111111
261,All India United Democratic Front,Reservation for Jobs and Education,MEDIAN,1.111111111
262,All India United Democratic Front,Security for Women,MEDIAN,1.111111111
263,All India United Democratic Front,Strong Defence/Military,MEDIAN,1.111111111
264,All India United Democratic Front,Subsidized Food Distribution,MEDIAN,1.111111111
265,All India United Democratic Front,Jobs Training,MEDIAN,1.111111111
266,All India United Democratic Front,Trustworthiness of MP,MEDIAN,1.111111111
267,All India United Democratic Front,Other,MEDIAN,6.666666667
268,All India United Democratic Front,Better Garbage Clearance,MEDIAN,
269,All India United Democratic Front,Encroachment of Public Lands / Lakes etc,MEDIAN,
270,All India United Democratic Front,Facility for Pedestrians and Cyclists on Roads,MEDIAN,
271,All India United Democratic Front,Lower Food Prices for Consumers,MEDIAN,
272,All India United Democratic Front,Traffic Congestion,MEDIAN,
273,Bharatiya Janata Party,The Candidate,Important,0.3371841805197143
274,Bharatiya Janata Party,The Candidate,Not Important,0.24257336614055092
275,Bharatiya Janata Party,The Candidate,Very Important,0.37826321790793976
276,Bharatiya Janata Party,Candidate's Party,Very Important,0.19912380723759227
277,Bharatiya Janata Party,Candidate's Party,Not Important,0.26075736662065657
278,Bharatiya Janata Party,Candidate's Party,Important,0.5042309308047771
279,Bharatiya Janata Party,Candidate's Caste/Religion,Not Important,0.5808377843125487
280,Bharatiya Janata Party,Candidate's Caste/Religion,Important,0.22309908179799556
281,Bharatiya Janata Party,Candidate's Caste/Religion,Very Important,0.14619216227570064
282,Bharatiya Janata Party,Agri Loan,MEDIAN,3.333333333
283,Bharatiya Janata Party,Electricity for Agriculture,MEDIAN,4.444444444
284,Bharatiya Janata Party,Support Price for Agri Prod,MEDIAN,4.444444444
285,Bharatiya Janata Party,Irrigation Programmes,MEDIAN,4.444444444
286,Bharatiya Janata Party,Seeds & Fertilizers Subsidy,MEDIAN,3.333333333
287,Bharatiya Janata Party,Accessibility of MP,MEDIAN,3.333333333
288,Bharatiya Janata Party,Anti-Terrorism,MEDIAN,4.444444444
289,Bharatiya Janata Party,Better Employment,MEDIAN,4.444444444
290,Bharatiya Janata Party,Better Electric Supply,MEDIAN,4.444444444
291,Bharatiya Janata Party,Better Hospitals / Primary Healthcare Centres,MEDIAN,3.333333333
292,Bharatiya Janata Party,Better Law and Order / Policing,MEDIAN,4.444444444
293,Bharatiya Janata Party,Better Public Transport,MEDIAN,4.444444444
294,Bharatiya Janata Party,Better Roads,MEDIAN,4.444444444
295,Bharatiya Janata Party,Better Schools,MEDIAN,3.333333333
296,Bharatiya Janata Party,Drinking Water,MEDIAN,4.444444444
297,Bharatiya Janata Party,Empowerment of Women,MEDIAN,4.444444444
298,Bharatiya Janata Party,Environmental issues,MEDIAN,4.444444444
299,Bharatiya Janata Party,Eradication of Corruption,MEDIAN,3.333333333
300,Bharatiya Janata Party,Reservation for Jobs and Education,MEDIAN,3.333333333
301,Bharatiya Janata Party,Security for Women,MEDIAN,3.333333333
302,Bharatiya Janata Party,Strong Defence/Military,MEDIAN,4.444444444
303,Bharatiya Janata Party,Subsidized Food Distribution,MEDIAN,3.333333333
304,Bharatiya Janata Party,Jobs Training,MEDIAN,4.444444444
305,Bharatiya Janata Party,Trustworthiness of MP,MEDIAN,4.444444444
306,Bharatiya Janata Party,Other,MEDIAN,4.444444444
307,Bharatiya Janata Party,Better Garbage Clearance,MEDIAN,3.333333333
308,Bharatiya Janata Party,Encroachment of Public Lands / Lakes etc,MEDIAN,4.444444444
309,Bharatiya Janata Party,Facility for Pedestrians and Cyclists on Roads,MEDIAN,4.444444444
310,Bharatiya Janata Party,Lower Food Prices for Consumers,MEDIAN,4.444444444
311,Bharatiya Janata Party,Traffic Congestion,MEDIAN,4.444444444
312,Bodoland Peoples Front,The Candidate,Important,0.44193548387096776
313,Bodoland Peoples Front,The Candidate,Not Important,0.025806451612903226
314,Bodoland Peoples Front,The Candidate,Very Important,0.5064516129032258
315,Bodoland Peoples Front,Candidate's Party,Very Important,0.6193548387096774
316,Bodoland Peoples Front,Candidate's Party,Not Important,0.04838709677419355
317,Bodoland Peoples Front,Candidate's Party,Important,0.3
318,Bodoland Peoples Front,Candidate's Caste/Religion,Not Important,0.7032258064516129
319,Bodoland Peoples Front,Candidate's Caste/Religion,Important,0.13548387096774195
320,Bodoland Peoples Front,Candidate's Caste/Religion,Very Important,0.12258064516129032
321,Bodoland Peoples Front,Agri Loan,MEDIAN,3.333333333
322,Bodoland Peoples Front,Electricity for Agriculture,MEDIAN,3.333333333
323,Bodoland Peoples Front,Support Price for Agri Prod,MEDIAN,3.333333333
324,Bodoland Peoples Front,Irrigation Programmes,MEDIAN,3.333333333
325,Bodoland Peoples Front,Seeds & Fertilizers Subsidy,MEDIAN,3.333333333
326,Bodoland Peoples Front,Accessibility of MP,MEDIAN,4.444444444
327,Bodoland Peoples Front,Anti-Terrorism,MEDIAN,6.666666667
328,Bodoland Peoples Front,Better Employment,MEDIAN,3.333333333
329,Bodoland Peoples Front,Better Electric Supply,MEDIAN,4.444444444
330,Bodoland Peoples Front,Better Hospitals / Primary Healthcare Centres,MEDIAN,3.333333333
331,Bodoland Peoples Front,Better Law and Order / Policing,MEDIAN,3.333333333
332,Bodoland Peoples Front,Better Public Transport,MEDIAN,3.333333333
333,Bodoland Peoples Front,Better Roads,MEDIAN,3.333333333
334,Bodoland Peoples Front,Better Schools,MEDIAN,3.333333333
335,Bodoland Peoples Front,Drinking Water,MEDIAN,3.333333333
336,Bodoland Peoples Front,Empowerment of Women,MEDIAN,3.333333333
337,Bodoland Peoples Front,Environmental issues,MEDIAN,4.444444444
338,Bodoland Peoples Front,Eradication of Corruption,MEDIAN,4.444444444
339,Bodoland Peoples Front,Reservation for Jobs and Education,MEDIAN,3.333333333
340,Bodoland Peoples Front,Security for Women,MEDIAN,3.333333333
341,Bodoland Peoples Front,Strong Defence/Military,MEDIAN,3.333333333
342,Bodoland Peoples Front,Subsidized Food Distribution,MEDIAN,3.333333333
343,Bodoland Peoples Front,Jobs Training,MEDIAN,3.333333333
344,Bodoland Peoples Front,Trustworthiness of MP,MEDIAN,4.444444444
345,Bodoland Peoples Front,Other,MEDIAN,4.444444444
346,Bodoland Peoples Front,Better Garbage Clearance,MEDIAN,3.333333333
347,Bodoland Peoples Front,Encroachment of Public Lands / Lakes etc,MEDIAN,2.222222222
348,Bodoland Peoples Front,Facility for Pedestrians and Cyclists on Roads,MEDIAN,6.666666667
349,Bodoland Peoples Front,Lower Food Prices for Consumers,MEDIAN,3.333333333
350,Bodoland Peoples Front,Traffic Congestion,MEDIAN,10.0
351,Asom Gana Parishad,The Candidate,Important,0.22826086956521738
352,Asom Gana Parishad,The Candidate,Not Important,0.0
353,Asom Gana Parishad,The Candidate,Very Important,0.7717391304347826
354,Asom Gana Parishad,Candidate's Party,Very Important,0.22826086956521738
355,Asom Gana Parishad,Candidate's Party,Not Important,0.03260869565217391
356,Asom Gana Parishad,Candidate's Party,Important,0.6956521739130435
357,Asom Gana Parishad,Candidate's Caste/Religion,Not Important,0.9347826086956522
358,Asom Gana Parishad,Candidate's Caste/Religion,Important,0.021739130434782608
359,Asom Gana Parishad,Candidate's Caste/Religion,Very Important,0.0
360,Asom Gana Parishad,Agri Loan,MEDIAN,2.222222222
361,Asom Gana Parishad,Electricity for Agriculture,MEDIAN,2.222222222
362,Asom Gana Parishad,Support Price for Agri Prod,MEDIAN,4.444444444
363,Asom Gana Parishad,Irrigation Programmes,MEDIAN,2.222222222
364,Asom Gana Parishad,Seeds & Fertilizers Subsidy,MEDIAN,2.222222222
365,Asom Gana Parishad,Accessibility of MP,MEDIAN,2.222222222
366,Asom Gana Parishad,Anti-Terrorism,MEDIAN,2.222222222
367,Asom Gana Parishad,Better Employment,MEDIAN,4.444444444
368,Asom Gana Parishad,Better Electric Supply,MEDIAN,6.666666667
369,Asom Gana Parishad,Better Hospitals / Primary Healthcare Centres,MEDIAN,6.666666667
370,Asom Gana Parishad,Better Law and Order / Policing,MEDIAN,4.444444444
371,Asom Gana Parishad,Better Public Transport,MEDIAN,6.666666667
372,Asom Gana Parishad,Better Roads,MEDIAN,6.666666667
373,Asom Gana Parishad,Better Schools,MEDIAN,6.666666667
