,0,1,2,3
131,Others,Accessibility of MP,MEDIAN,3.333333333
132,Others,Anti-Terrorism,MEDIAN,3.333333333
133,Others,Better Employment,MEDIAN,3.333333333
134,Others,Better Electric Supply,MEDIAN,3.333333333
135,Others,Better Hospitals / Primary Healthcare Centres,MEDIAN,3.333333333
136,Others,Better Law and Order / Policing,MEDIAN,3.333333333
137,Others,Better Public Transport,MEDIAN,3.333333333
138,Others,Better Roads,MEDIAN,4.444444444
139,Others,Better Schools,MEDIAN,3.333333333
140,Others,Drinking Water,MEDIAN,3.333333333
141,Others,Empowerment of Women,MEDIAN,3.333333333
142,Others,Environmental issues,MEDIAN,3.333333333
143,Others,Eradication of Corruption,MEDIAN,3.333333333
144,Others,Reservation for Jobs and Education,MEDIAN,3.333333333
145,Others,Security for Women,MEDIAN,3.333333333
146,Others,Strong Defence/Military,MEDIAN,3.333333333
147,Others,Subsidized Food Distribution,MEDIAN,3.333333333
148,Others,Jobs Training,MEDIAN,3.333333333
149,Others,Trustworthiness of MP,MEDIAN,3.333333333
150,Others,Other,MEDIAN,4.444444444
151,Others,Better Garbage Clearance,MEDIAN,3.333333333
152,Others,Encroachment of Public Lands / Lakes etc,MEDIAN,4.444444444
153,Others,Facility for Pedestrians and Cyclists on Roads,MEDIAN,3.333333333
154,Others,Lower Food Prices for Consumers,MEDIAN,3.333333333
155,Others,Traffic Congestion,MEDIAN,4.444444444
156,Charcoal,The Candidate,Important,0.4247917687408133
157,Charcoal,The Candidate,Not Important,0.3008329250367467
158,Charcoal,The Candidate,Very Important,0.2645761881430671
159,Charcoal,Candidate's Party,Very Important,0.11268985791278785
160,Charcoal,Candidate's Party,Not Important,0.3145516903478687
161,Charcoal,Candidate's Party,Important,0.5614894659480647
162,Charcoal,Candidate's Caste/Religion,Not Important,0.5791278784909358
163,Charcoal,Candidate's Caste/Religion,Important,0.26261636452719256
164,Charcoal,Candidate's Caste/Religion,Very Important,0.14698677119059284
165,Charcoal,Agri Loan,MEDIAN,2.222222222
166,Charcoal,Electricity for Agriculture,MEDIAN,3.333333333
167,Charcoal,Support Price for Agri Prod,MEDIAN,3.333333333
168,Charcoal,Irrigation Programmes,MEDIAN,4.444444444
169,Charcoal,Seeds & Fertilizers Subsidy,MEDIAN,3.333333333
170,Charcoal,Accessibility of MP,MEDIAN,2.222222222
171,Charcoal,Anti-Terrorism,MEDIAN,3.333333333
172,Charcoal,Better Employment,MEDIAN,3.333333333
173,Charcoal,Better Electric Supply,MEDIAN,3.333333333
174,Charcoal,Better Hospitals / Primary Healthcare Centres,MEDIAN,3.333333333
175,Charcoal,Better Law and Order / Policing,MEDIAN,3.333333333
176,Charcoal,Better Public Transport,MEDIAN,3.333333333
177,Charcoal,Better Roads,MEDIAN,3.333333333
178,Charcoal,Better Schools,MEDIAN,3.333333333
179,Charcoal,Drinking Water,MEDIAN,3.333333333
180,Charcoal,Empowerment of Women,MEDIAN,3.333333333
181,Charcoal,Environmental issues,MEDIAN,3.333333333
182,Charcoal,Eradication of Corruption,MEDIAN,3.333333333
183,Charcoal,Reservation for Jobs and Education,MEDIAN,3.333333333
184,Charcoal,Security for Women,MEDIAN,3.333333333
185,Charcoal,Strong Defence/Military,MEDIAN,3.333333333
186,Charcoal,Subsidized Food Distribution,MEDIAN,3.333333333
187,Charcoal,Jobs Training,MEDIAN,3.333333333
188,Charcoal,Trustworthiness of MP,MEDIAN,3.333333333
189,Charcoal,Other,MEDIAN,4.444444444
190,Charcoal,Better Garbage Clearance,MEDIAN,3.333333333
191,Charcoal,Encroachment of Public Lands / Lakes etc,MEDIAN,4.444444444
192,Charcoal,Facility for Pedestrians and Cyclists on Roads,MEDIAN,4.444444444
193,Charcoal,Lower Food Prices for Consumers,MEDIAN,4.444444444
194,Charcoal,Traffic Congestion,MEDIAN,4.444444444
195,Natural/Biogas,The Candidate,Important,0.41083974573435933
196,Natural/Biogas,The Candidate,Not Important,0.1679491468718635
197,Natural/Biogas,The Candidate,Very Important,0.4141853462696554
198,Natural/Biogas,Candidate's Party,Very Important,0.20776179324188693
199,Natural/Biogas,Candidate's Party,Not Important,0.26998996319839413
200,Natural/Biogas,Candidate's Party,Important,0.5155570424891268
201,Natural/Biogas,Candidate's Caste/Religion,Not Important,0.7303445968551355
202,Natural/Biogas,Candidate's Caste/Religion,Important,0.17731682837069254
203,Natural/Biogas,Candidate's Caste/Religion,Very Important,0.08564737370357979
204,Natural/Biogas,Agri Loan,MEDIAN,3.333333333
205,Natural/Biogas,Electricity for Agriculture,MEDIAN,3.333333333
206,Natural/Biogas,Support Price for Agri Prod,MEDIAN,3.333333333
207,Natural/Biogas,Irrigation Programmes,MEDIAN,3.333333333
208,Natural/Biogas,Seeds & Fertilizers Subsidy,MEDIAN,3.333333333
209,Natural/Biogas,Accessibility of MP,MEDIAN,3.333333333
210,Natural/Biogas,Anti-Terrorism,MEDIAN,3.333333333
211,Natural/Biogas,Better Employment,MEDIAN,3.333333333
212,Natural/Biogas,Better Electric Supply,MEDIAN,3.333333333
213,Natural/Biogas,Better Hospitals / Primary Healthcare Centres,MEDIAN,3.333333333
214,Natural/Biogas,Better Law and Order / Policing,MEDIAN,3.333333333
215,Natural/Biogas,Better Public Transport,MEDIAN,3.333333333
216,Natural/Biogas,Better Roads,MEDIAN,3.333333333
217,Natural/Biogas,Better Schools,MEDIAN,3.333333333
218,Natural/Biogas,Drinking Water,MEDIAN,3.333333333
219,Natural/Biogas,Empowerment of Women,MEDIAN,3.333333333
220,Natural/Biogas,Environmental issues,MEDIAN,3.333333333
221,Natural/Biogas,Eradication of Corruption,MEDIAN,3.333333333
222,Natural/Biogas,Reservation for Jobs and Education,MEDIAN,3.333333333
223,Natural/Biogas,Security for Women,MEDIAN,3.333333333
224,Natural/Biogas,Strong Defence/Military,MEDIAN,3.333333333
225,Natural/Biogas,Subsidized Food Distribution,MEDIAN,3.333333333
226,Natural/Biogas,Jobs Training,MEDIAN,3.333333333
227,Natural/Biogas,Trustworthiness of MP,MEDIAN,3.333333333
228,Natural/Biogas,Other,MEDIAN,4.444444444
229,Natural/Biogas,Better Garbage Clearance,MEDIAN,3.333333333
230,Natural/Biogas,Encroachment of Public Lands / Lakes etc,MEDIAN,3.333333333
231,Natural/Biogas,Facility for Pedestrians and Cyclists on Roads,MEDIAN,3.333333333
232,Natural/Biogas,Lower Food Prices for Consumers,MEDIAN,3.333333333
233,Natural/Biogas,Traffic Congestion,MEDIAN,4.444444444
234,Charccal,The Candidate,Important,0.11382113821138211
235,Charccal,The Candidate,Not Important,0.4065040650406504
236,Charccal,The Candidate,Very Important,0.10569105691056911
237,Charccal,Candidate's Party,Very Important,0.08130081300813008
238,Charccal,Candidate's Party,Not Important,0.3170731707317073
239,Charccal,Candidate's Party,Important,0.4796747967479675
240,Charccal,Candidate's Caste/Religion,Not Important,0.15447154471544716
241,Charccal,Candidate's Caste/Religion,Important,0.17073170731707318
242,Charccal,Candidate's Caste/Religion,Very Important,0.2845528455284553
243,Charccal,Agri Loan,MEDIAN,1.111111111
244,Charccal,Electricity for Agriculture,MEDIAN,4.444444444
245,Charccal,Support Price for Agri Prod,MEDIAN,4.444444444
246,Charccal,Irrigation Programmes,MEDIAN,4.444444444
247,Charccal,Seeds & Fertilizers Subsidy,MEDIAN,2.7777777775
248,Charccal,Accessibility of MP,MEDIAN,2.222222222
249,Charccal,Anti-Terrorism,MEDIAN,4.444444444
250,Charccal,Better Employment,MEDIAN,4.444444444
251,Charccal,Better Electric Supply,MEDIAN,4.444444444
252,Charccal,Better Hospitals / Primary Healthcare Centres,MEDIAN,3.333333333
253,Charccal,Better Law and Order / Policing,MEDIAN,4.444444444
254,Charccal,Better Public Transport,MEDIAN,4.444444444
255,Charccal,Better Roads,MEDIAN,4.444444444
256,Charccal,Better Schools,MEDIAN,3.333333333
257,Charccal,Drinking Water,MEDIAN,4.444444444
258,Charccal,Empowerment of Women,MEDIAN,4.444444444
259,Charccal,Environmental issues,MEDIAN,4.444444444
260,Charccal,Eradication of Corruption,MEDIAN,3.333333333
261,Charccal,Reservation for Jobs and Education,MEDIAN,4.444444444
262,Charccal,Security for Women,MEDIAN,4.444444444
263,Charccal,Strong Defence/Military,MEDIAN,3.333333333
264,Charccal,Subsidized Food Distribution,MEDIAN,4.444444444
265,Charccal,Jobs Training,MEDIAN,4.444444444
266,Charccal,Trustworthiness of MP,MEDIAN,4.444444444
267,Charccal,Other,MEDIAN,4.444444444
268,Charccal,Better Garbage Clearance,MEDIAN,2.222222222
269,Charccal,Encroachment of Public Lands / Lakes etc,MEDIAN,4.444444444
270,Charccal,Facility for Pedestrians and Cyclists on Roads,MEDIAN,4.444444444
271,Charccal,Lower Food Prices for Consumers,MEDIAN,4.444444444
272,Charccal,Traffic Congestion,MEDIAN,4.444444444
